Compound_Name,File_Name,Pose_Number,Affinity,CNNaffinity,CNNvariance,Intramolecular_energy,SMILES
 ZINC000057335794,IHAAMN.xaa_ligand_1785_docked.pdbqt,1.0,-5.38276,4.97131,0.07061,-0.69038,N(C(=O)[C]N[C]([C])C1=[C][C]=C(C(=[C]1)Br)O[C])C1=C([C]=[C]C(=[C]1)C(=O)O[C])[C]	
 ZINC000057335791,IHAAMN.xaa_ligand_1786_docked.pdbqt,1.0,-5.20907,5.10096,0.04223,-0.89965,N(C(=O)[C]N[C]([C])C1=[C][C]=C(C(=[C]1)Br)O[C])C1=C([C]=[C]C(=[C]1)C(=O)O[C])[C]	
 ZINC000029637450,IHAAMN.xaa_ligand_1787_docked.pdbqt,1.0,-5.50133,5.29004,0.09045,-1.0607,C1(=C([C]=C([C]=[C]1)NC(=O)[C]1[C]C2=[C][C]=[C][C]=C2O1)NS(=O)(=O)C1=[C][C]=C([C]=[C]1)F)O[C]	
 ZINC000029637446,IHAAMN.xaa_ligand_1788_docked.pdbqt,4.0,-5.64525,5.26533,0.07236,-0.9161,C1(=[C][C]=C([C]=C1NS(=O)(=O)C1=[C][C]=C([C]=[C]1)F)NC(=O)[C]1[C]C2=C([C]=[C][C]=[C]2)O1)O[C]	
 ZINC000227163146,IHAAMN.xaa_ligand_1789_docked.pdbqt,3.0,-5.85975,5.22371,0.20735,-0.91073,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C]S1)NC1=[C]C(=O)N([C]1)C1=[C][C]=C([C])[C]=[C]1	
 ZINC000057380640,IHAAMN.xaa_ligand_1790_docked.pdbqt,1.0,-6.4846,5.28089,0.18434,-1.27921,C(=O)(NC(=O)NC1=[C][C]=C2O[C][C]OC2=[C]1)[C]N[C](C1=[C][C]=C([C])[C]=[C]1)C1=[C][C]=[C][C]=[C]1	
 ZINC000057380643,IHAAMN.xaa_ligand_1791_docked.pdbqt,5.0,-6.14222,5.38803,0.20512,-1.03269,C(=O)(NC(=O)NC1=[C][C]=C2O[C][C]OC2=[C]1)[C]N[C](C1=[C][C]=C([C])[C]=[C]1)C1=[C][C]=[C][C]=[C]1	
 ZINC000002965572,IHAAMN.xaa_ligand_1792_docked.pdbqt,8.0,-5.69651,5.69819,0.06081,-1.39101,[C]([C]1N=C2C3=C([C]=[C][C]=[C]3)NC(=S)N2C1=O)[C]C(=O)N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000002965573,IHAAMN.xaa_ligand_1793_docked.pdbqt,8.0,-5.63128,5.55329,0.0325,-1.31015,[C]([C]1N=C2C3=C([C]=[C][C]=[C]3)NC(=S)N2C1=O)[C]C(=O)N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000014701165,IHAAMN.xaa_ligand_1794_docked.pdbqt,9.0,-5.22767,5.38695,0.68463,-0.29079,C(=O)(NN1C(=O)N[C@]2([C][C][C]([C][C]2)[C])C1=O)c1c([C])nc(s1)C1=[C][C]=C([C]=[C]1)Cl	
 ZINC000002973736,IHAAMN.xaa_ligand_1795_docked.pdbqt,9.0,-4.67519,5.25211,0.06027,-1.0581,[C](n1c(=O)c2=[C]C(=[C][C]=c2[nH]c1=S)Br)[C][C]C(=O)N[C]1[C][C][C]([C])[C][C]1	
 ZINC000029801910,IHAAMN.xaa_ligand_1796_docked.pdbqt,3.0,-5.21492,5.26996,0.22895,-1.40481,C(=O)(N[C][C](C1=C([C]=[C][C]=[C]1)Cl)N1[C][C][C][C]1)[C]N1[C][C]N([C][C]1)C1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000029801912,IHAAMN.xaa_ligand_1797_docked.pdbqt,5.0,-5.04673,5.19207,0.33919,-1.4129,C(=O)(N[C][C](C1=[C][C]=[C][C]=C1Cl)N1[C][C][C][C]1)[C]N1[C][C]N([C][C]1)C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000057413422,IHAAMN.xaa_ligand_1798_docked.pdbqt,3.0,-6.47385,5.50365,0.08884,-0.50106,O=C(N1[C][C]N([C][C]1)[C]C1=[C][C]=C2O[C]OC2=[C]1)C1=NNC(=[C]1)C1=[C][C]=[C]C2=C1[C]=[C][C]=[C]2	
 ZINC000057413004,IHAAMN.xaa_ligand_1799_docked.pdbqt,4.0,-5.04667,4.65284,0.1107,-0.1355,C1(=NNC(=[C]1)C(=O)NC1=[C][C]=C([C]=[C]1)I)C1=C([C]=C([C]=[C]1)O[C])O[C]	
 ZINC000057414734,IHAAMN.xaa_ligand_1800_docked.pdbqt,1.0,-5.7314,5.61279,0.02519,-1.22441,[C]1(C(=NC(=O)N[C]1C1=[C]C(=[C][C]=[C]1)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000057414731,IHAAMN.xaa_ligand_1801_docked.pdbqt,1.0,-5.37888,5.57274,0.04588,-2.20777,[C]1(C(=NC(=O)N[C]1C1=[C]C(=[C][C]=[C]1)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000057415155,IHAAMN.xaa_ligand_1802_docked.pdbqt,3.0,-5.45685,5.83703,0.05838,1.01068,[C]1(NC(=O)N=C([C]1C(=O)O[C])[C]N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000057415469,IHAAMN.xaa_ligand_1803_docked.pdbqt,1.0,-5.35574,5.69526,0.04549,-1.51547,[C]1(C(=NC(=O)N[C]1C1=[C][C]=C([C]=[C]1)O[C][C])[C]N([C][C])[C]C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000057415477,IHAAMN.xaa_ligand_1804_docked.pdbqt,1.0,-4.92985,5.29071,0.44452,-2.61935,[C]1(C(=NC(=O)N[C]1C1=[C][C]=C([C]=[C]1)O[C][C])[C]N([C][C])[C]C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000057415049,IHAAMN.xaa_ligand_1805_docked.pdbqt,1.0,-5.595,5.49417,0.06203,-1.97839,[C]1(C(=NC(=O)N[C]1C1=[C]C(=[C][C]=[C]1)Cl)[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C]	
 ZINC000057415052,IHAAMN.xaa_ligand_1806_docked.pdbqt,1.0,-6.13258,5.59047,0.02083,-0.72509,[C]1(C(=NC(=O)N[C]1C1=[C]C(=[C][C]=[C]1)Cl)[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C]	
 ZINC000057415158,IHAAMN.xaa_ligand_1807_docked.pdbqt,1.0,-5.49191,5.60927,0.02317,-2.17008,[C]1(NC(=O)N=C([C]1C(=O)O[C])[C]N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000057415189,IHAAMN.xaa_ligand_1808_docked.pdbqt,2.0,-5.53925,5.5652,0.04685,-1.35221,[C]1(NC(=O)NC(=C1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000057415187,IHAAMN.xaa_ligand_1809_docked.pdbqt,1.0,-5.71729,5.6605,0.05651,-1.55369,[C]1(NC(=O)NC(=C1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000057415350,IHAAMN.xaa_ligand_1810_docked.pdbqt,1.0,-5.28659,5.60284,0.03451,-1.6841,[C]1(NC(=O)NC(=C1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000057415549,IHAAMN.xaa_ligand_1811_docked.pdbqt,7.0,-5.40147,5.31297,0.12944,-1.79546,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C]C(=[C]1)F)[C]N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1)C(=O)O[C]	
 ZINC000057415552,IHAAMN.xaa_ligand_1812_docked.pdbqt,3.0,-5.59919,5.41367,0.02373,-0.87221,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C]C(=[C]1)F)[C]N1[C][C][C]([C][C]1)[C]C1=[C][C]=[C][C]=[C]1)C(=O)O[C]	
 ZINC000057415352,IHAAMN.xaa_ligand_1813_docked.pdbqt,7.0,-5.01444,5.43158,0.05277,-1.51025,[C]1(NC(=O)NC(=C1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000057415704,IHAAMN.xaa_ligand_1814_docked.pdbqt,2.0,-5.29308,5.84199,0.06141,-1.83609,[C]1(NC(=O)N=C([C]1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=C([C]=[C][C]=[C]1)O[C][C]	
 ZINC000057415699,IHAAMN.xaa_ligand_1815_docked.pdbqt,1.0,-5.43405,5.67706,0.05383,0.6285,[C]1(NC(=O)N=C([C]1C(=O)O[C])[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C1=C([C]=[C][C]=[C]1)O[C][C]	
 ZINC000057415627,IHAAMN.xaa_ligand_1816_docked.pdbqt,1.0,-5.86307,5.57241,0.0136,-1.11586,[C]1(C(=NC(=O)N[C]1C1=[C]C(=[C][C]=[C]1)F)[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000057415624,IHAAMN.xaa_ligand_1817_docked.pdbqt,2.0,-5.50519,5.52281,0.06202,-2.11976,[C]1(C(=NC(=O)N[C]1C1=[C][C]=[C]C(=[C]1)F)[C]N1[C][C]=C([C][C]1)C1=[C][C]=[C][C]=[C]1)C(=O)O[C][C]	
 ZINC000003014234,IHAAMN.xaa_ligand_1818_docked.pdbqt,3.0,-5.545,5.8838,0.17974,-1.05902,c1(nc2c(c(=O)n1C1=[C][C]=[C][C]=[C]1)[C]=NN2)S[C]C(=O)NC1=[C][C]=C([C]=[C]1)C(F)(F)F	
 ZINC000012458720,IHAAMN.xaa_ligand_1819_docked.pdbqt,5.0,-5.41868,5.58577,0.11197,-1.04043,N1([C][C][C][C]([C]1)NC(=O)c1nn(c(=O)c2=[C][C]=[C][C]=c12)[C])[C]C1=[C][C]=C([C]=[C]1)[C][C]([C])[C]	
 ZINC000013010710,IHAAMN.xaa_ligand_1820_docked.pdbqt,4.0,-5.19815,5.62545,0.0896,-1.98116,[C](C(=O)N[C]C1=[C][C]=C([C]=[C]1)OC(F)(F)F)[C]c1c([C])[nH]n(c1=O)C1=[C][C]=C([C]=[C]1)F	
 ZINC000057477167,IHAAMN.xaa_ligand_1821_docked.pdbqt,1.0,-5.79352,5.03432,0.12822,-0.86093,C1(=[C]C(=NN1)C(=O)N1[C][C]N([C][C]1)C1=[C][C]=[C][C]=C1Cl)C1=[C][C]=C([C]=C1O[C])O[C]	
 ZINC000057477169,IHAAMN.xaa_ligand_1822_docked.pdbqt,5.0,-5.34818,5.16972,0.04918,-1.00965,C1(=[C]C(=NN1)C(=O)N1[C][C]N([C][C]1)C1=[C][C]=[C]C(=[C]1)Cl)C1=[C][C]=C([C]=C1O[C])O[C]	
 ZINC000057477170,IHAAMN.xaa_ligand_1823_docked.pdbqt,3.0,-5.51367,5.04304,0.17874,-0.90506,C1(=[C]C(=NN1)C(=O)N1[C][C]N([C][C]1)C1=[C][C]=C([C]=[C]1)Cl)C1=C([C]=C([C]=[C]1)O[C])O[C]	
 ZINC000004409771,IHAAMN.xaa_ligand_1824_docked.pdbqt,6.0,-4.52472,4.7009,0.11575,-1.14442,[C]1([C][C]N([C][C]1)[C]C1=[C][C]=C(C(=C1O[C])O[C])O[C])C(=O)N([C][C])[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000012544760,IHAAMN.xaa_ligand_1825_docked.pdbqt,1.0,-6.19672,5.80977,0.3097,-1.496,C1(=[C][C]=[C][C]=C1NS(=O)(=O)C1=[C]c2c([C]=[C]1)[nH]c(=O)[nH]2)C(=O)NC1=[C]C(=[C]C(=[C]1)[C])[C]	
 ZINC000014731685,IHAAMN.xaa_ligand_1826_docked.pdbqt,4.0,-5.85232,5.7031,0.13301,-0.94686,O=C(NC1=[C][C]=C([C]=[C]1)S(=O)(=O)NC1=N[C]=[C][C]=N1)[C][C]C1=N[C]=C(O1)C1=[C][C]=[C][C]=[C]1	
 ZINC000012458721,IHAAMN.xaa_ligand_1827_docked.pdbqt,9.0,-5.45992,5.62678,0.21359,-0.83084,N1([C][C][C][C]([C]1)NC(=O)c1nn(c(=O)c2=[C][C]=[C][C]=c12)[C])[C]C1=[C][C]=C([C]=[C]1)[C][C]([C])[C]	
 ZINC000003031968,IHAAMN.xaa_ligand_1828_docked.pdbqt,5.0,-5.22193,5.14937,0.01538,-1.16343,C1(=[C]NC2=[C][C]=C([C]=C2C1=O)S(=O)(=O)N([C])C1=[C][C]=C([C]=[C]1)Cl)C(=O)N[C]([C])[C][C]	
 ZINC000014733668,IHAAMN.xaa_ligand_1829_docked.pdbqt,2.0,-5.91669,5.3481,0.14678,0.3228,N1(C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=[C][C]=[C]N=[C]1)[C]1[C]C2=[C][C]=[C][C]=C2[C]1)[C][C]([C])[C]	
 ZINC000027977688,IHAAMN.xaa_ligand_1830_docked.pdbqt,9.0,-4.59877,5.20188,0.12761,-0.73741,O=C(N[C]1[C][C]N([C]1)[C]C1=[C][C]=[C][C]=[C]1)[C]Sc1nnc(n1[C]1[C][C]1)C1=[C][C]=[C]S1	
 ZINC000027977680,IHAAMN.xaa_ligand_1831_docked.pdbqt,7.0,-4.57921,5.69473,0.03474,-1.36952,O=C(N[C]1[C][C]N([C]1)[C]C1=[C][C]=[C][C]=[C]1)[C]Sc1nnc(n1[C]1[C][C]1)C1=[C][C]=[C]S1	
 ZINC000014740564,IHAAMN.xaa_ligand_1832_docked.pdbqt,6.0,-4.91861,5.43554,0.09379,-1.30307,O=C1N(C(=O)[C@]2([C][C]N([C][C]2)[C]C2=[C]O[C]=[C]2)N1[C][C]C1=[C][C]=[C][C]=[C]1)[C]C1=N[C]=[C][C]=[C]1	
 ZINC000230128952,IHAAMN.xaa_ligand_1833_docked.pdbqt,4.0,-5.31534,5.47342,0.10341,0.06451,C1(=[C]C2=C([C]=[C]1)[C][C]([C]1[C]N([C][C]N21)[C]C1=[C][C]=C([C]=[C]1)F)C(=O)N[C]C1=[C][C]=[C]O1)O[C]	
 ZINC000230128958,IHAAMN.xaa_ligand_1834_docked.pdbqt,4.0,-5.50519,5.71695,0.03891,-1.11059,C1(=[C]C2=C([C]=[C]1)[C][C]([C]1[C]N([C][C]N21)[C]C1=[C][C]=C([C]=[C]1)F)C(=O)N[C]C1=[C][C]=[C]O1)O[C]	
 ZINC000230138136,IHAAMN.xaa_ligand_1835_docked.pdbqt,4.0,-5.04862,5.56175,0.13887,-0.08424,C1(=[C]C2=C([C]=[C]1)[C][C]([C]1[C]N([C][C]N21)[C]C1=[C][C]=C([C]=[C]1)F)C(=O)N[C][C][C]([C])[C])O[C]	
 ZINC000230138138,IHAAMN.xaa_ligand_1836_docked.pdbqt,6.0,-5.34494,5.85056,0.01085,-0.77041,C1(=[C]C2=C([C]=[C]1)[C][C]([C]1[C]N([C][C]N21)[C]C1=[C][C]=C([C]=[C]1)F)C(=O)N[C][C][C]([C])[C])O[C]	
 ZINC000103535691,IHAAMN.xaa_ligand_1837_docked.pdbqt,3.0,-5.60021,5.75238,0.10723,-0.5793,[C]C1=C(C2=C([C]=[C]1)[C@@]1(C(=O)N2)[C]2C(=O)N(C(=O)[C]2[C]2[C][C][C][N@@]12)C1=C(C(=[C][C]=[C]1)Cl)[C])[C]	
 ZINC000003067641,IHAAMN.xaa_ligand_1838_docked.pdbqt,5.0,-4.41077,4.89288,0.28621,0.0731,[C@@](NC(=O)O[C][C])(C(F)(F)F)(C(=O)O[C][C])NC1=C([C]=[C]C(=[C]1)C(F)(F)F)O[C]	
 ZINC000014743046,IHAAMN.xaa_ligand_1839_docked.pdbqt,5.0,-4.89683,5.39657,0.09125,-0.94345,O=C1N(C(=O)[C@]2([C][C]N([C][C]2)[C]C2=[C][C]=[C]O2)N1[C]C1=[C][C]=[C][C]=[C]1)[C]C1=N[C]=[C][C]=[C]1	
 ZINC000029953378,IHAAMN.xaa_ligand_1840_docked.pdbqt,8.0,-5.14258,4.99266,0.04464,-0.20219,C1(=[C][C]=C([C]=[C]1)NS(=O)(=O)C1=[C]C(=[C][C]=C1Cl)Cl)C(=O)NC1=NN([C])[C]=[C]1	
 ZINC000029981455,IHAAMN.xaa_ligand_1841_docked.pdbqt,3.0,-5.65604,5.70252,0.02841,-1.54267,C1(=[C]N(N=C1C1=[C][C]=[C][C]=[C]1)[C]C1=[C][C]=[C][C]=[C]1)C(=O)N[C][C][C]N1[C][C]([C])O[C]([C]1)[C]	
 ZINC000029981462,IHAAMN.xaa_ligand_1842_docked.pdbqt,2.0,-5.78034,5.7396,0.14029,-1.64206,C1(=[C]N(N=C1C1=[C][C]=[C][C]=[C]1)[C]C1=[C][C]=[C][C]=[C]1)C(=O)N[C][C][C]N1[C][C]([C])O[C]([C]1)[C]	
 ZINC000029981458,IHAAMN.xaa_ligand_1843_docked.pdbqt,2.0,-5.61663,5.72465,0.06681,-1.76731,C1(=[C]N(N=C1C1=[C][C]=[C][C]=[C]1)[C]C1=[C][C]=[C][C]=[C]1)C(=O)N[C][C][C]N1[C][C]([C])O[C]([C]1)[C]	
 ZINC000012440606,IHAAMN.xaa_ligand_1844_docked.pdbqt,7.0,-4.63422,5.23326,0.13919,-1.38353,C(=O)(N([C][C]1[C][C]N([C][C]1)[C]C1=C([C]=[C][C]=[C]1)F)[C][C]1[C][C][C]O1)c1c([C])nns1	
 ZINC000012440604,IHAAMN.xaa_ligand_1845_docked.pdbqt,5.0,-4.91506,4.96672,0.49136,-1.00965,C(=O)(N([C][C]1[C][C]N([C][C]1)[C]C1=[C][C]=[C][C]=C1F)[C][C]1[C][C][C]O1)c1c([C])nns1	
 ZINC000021399597,IHAAMN.xaa_ligand_1846_docked.pdbqt,2.0,-5.30263,5.05423,0.31601,-1.52313,C(=O)(NC1=[C]C(=[C][C]=C1O)S(=O)(=O)[C][C])[C]C1=[C]SC(=N1)C1=C([C]=[C][C]=[C]1)O[C][C]	
 ZINC000014744812,IHAAMN.xaa_ligand_1847_docked.pdbqt,5.0,-5.12468,5.64818,0.02863,-1.22141,O=C1N(C(=O)[C@]2([C][C]N([C][C]2)[C]C2=[C][C]=[C]O2)N1[C][C]C1=[C][C]=[C][C]=[C]1)[C]C1=[C][C]=[C]N=[C]1	
 ZINC000030031097,IHAAMN.xaa_ligand_1848_docked.pdbqt,6.0,-5.21327,5.32226,0.18631,-1.16557,C(=O)(NC1=[C]N=C([C]=[C]1)N1[C][C]N([C][C]1)[C])c1c([C])onc1C1=C([C]=[C][C]=C1F)Cl	
 ZINC000014745599,IHAAMN.xaa_ligand_1849_docked.pdbqt,7.0,-5.70124,5.27827,0.05317,-1.02962,[C]1([C][C]c2c(c(nn2[C])C(=O)N([C])[C]C2=[C][C]=[C]O2)[C]1)N[C]C1=C([C]=[C]C(=C1F)[C])F	
 ZINC000014745598,IHAAMN.xaa_ligand_1850_docked.pdbqt,6.0,-5.38291,5.28439,0.14322,-1.58422,[C]1([C][C]c2c(c(nn2[C])C(=O)N([C])[C]C2=[C][C]=[C]O2)[C]1)N[C]C1=C(C(=[C][C]=C1F)[C])F	
 ZINC000014746715,IHAAMN.xaa_ligand_1851_docked.pdbqt,2.0,-5.17202,5.31581,0.08225,-0.6883,N1(C(=O)N([C@]2([C][C]N([C][C]2)[C]C2=[C]N=[C][C]=[C]2)C1=O)[C][C]([C])[C])[C]C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000014746864,IHAAMN.xaa_ligand_1852_docked.pdbqt,2.0,-5.15339,5.58057,0.10272,-0.9806,N1(C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=[C][C]=N[C]=[C]1)[C][C][C]C1=[C][C]=N[C]=[C]1)[C][C][C]([C])[C]	
 ZINC000014747697,IHAAMN.xaa_ligand_1853_docked.pdbqt,1.0,-5.46913,5.19914,0.22448,-0.79997,N1(C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=[C]O[C]=[C]1)[C]C1=C2[C]=[C][C]=[C]C2=[C][C]=[C]1)[C][C]O[C]	
 ZINC000013030240,IHAAMN.xaa_ligand_1854_docked.pdbqt,1.0,-5.60834,6.12553,0.0995,-1.6851,[C]1(C(=NC(=O)N[C]1C1=[C][C]=C([C]=[C]1)Cl)[C]N([C])[C]C1=[C][C]=[C][C]=C1[C])C(=O)O[C][C]	
 ZINC000013030238,IHAAMN.xaa_ligand_1855_docked.pdbqt,7.0,-4.62821,5.24052,0.05329,-2.38775,[C]1(C(=NC(=O)N[C]1C1=[C][C]=C([C]=[C]1)Cl)[C]N([C])[C]C1=[C][C]=[C][C]=C1[C])C(=O)O[C][C]	
 ZINC000014748662,IHAAMN.xaa_ligand_1856_docked.pdbqt,8.0,-5.23553,5.44913,0.1113,-0.85821,N1(C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=[C]N(N=C1[C])[C])[C]C1=[C][C]=[C]C2=[C][C]=[C][C]=C12)[C][C]	
 ZINC000014751651,IHAAMN.xaa_ligand_1857_docked.pdbqt,6.0,-5.23295,5.49797,0.24965,-1.09394,[C]N1C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]c1nc2[C]=[C][C]=[C]c2s1)[C][C][C]C1=[C][C]=N[C]=[C]1	
 ZINC000014752155,IHAAMN.xaa_ligand_1858_docked.pdbqt,7.0,-5.02021,5.45389,0.23916,-0.99428,[C]N1C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=C([C]=[C][C]=C1F)Cl)[C][C]C1=[C][C]=[C][C]=[C]1	
 ZINC000020866627,IHAAMN.xaa_ligand_1859_docked.pdbqt,1.0,-5.19406,5.40246,0.25668,-1.55762,c1(c(nc2C(=[C][C]=[C]n12)[C])C(=O)N([C])[C][C]C1=[C][C]=[C][C]=[C]1)[C]N1[C]([C][C][C][C]1)[C]O[C]	
 ZINC000028105121,IHAAMN.xaa_ligand_1860_docked.pdbqt,3.0,-5.44399,4.77525,0.20651,-0.68622,N(C(=O)C1=[C][C]=C(O1)[C]SC1=N[C]=[C]N1[C])C1=[C][C]=C([C]=C1[C])N1[C][C]N([C][C]1)[C]	
 ZINC000012211325,IHAAMN.xaa_ligand_1861_docked.pdbqt,4.0,-5.4783,5.2304,0.08011,-0.8335,C1(=[C][C]=[C]C2=C1C(=O)N(C2=O)[C][C]1[C][C][C]O1)N1[C][C]N([C][C]1)[C]/C(=[C]/C1=[C][C]=[C][C]=[C]1)/[C]	
 ZINC000003287610,IHAAMN.xaa_ligand_1862_docked.pdbqt,7.0,-5.4783,5.22448,0.08886,-1.19801,C1(=C([C]=[C][C]=[C]1)C(=O)NC1=[C][C]=C2O[C]OC2=[C]1)NS(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000014754122,IHAAMN.xaa_ligand_1863_docked.pdbqt,8.0,-4.98439,5.6394,0.09153,-1.2391,N1(C(=O)N(C(=O)[C@]21[C][C]N([C][C]2)[C]C1=[C]N=[C][C]=[C]1)[C][C][C]C1=[C][C]=N[C]=[C]1)[C][C][C]([C])[C]	
 ZINC000012211321,IHAAMN.xaa_ligand_1864_docked.pdbqt,7.0,-5.70894,5.22547,0.16122,-0.39112,C1(=[C][C]=[C]C2=C1C(=O)N(C2=O)[C][C]1[C][C][C]O1)N1[C][C]N([C][C]1)[C]/C(=[C]/C1=[C][C]=[C][C]=[C]1)/[C]	
 ZINC000014755290,IHAAMN.xaa_ligand_1865_docked.pdbqt,9.0,-5.0449,5.79644,0.00656,-1.57491,c1(nn(c2[C][C]N([C]c12)[C][C][C]C1=[C][C]=[C][C]=[C]1)[C][C]1[C][C]1)C(=O)N[C]C1=N[C]=[C]S1	
 ZINC000014755328,IHAAMN.xaa_ligand_1866_docked.pdbqt,3.0,-5.00047,5.34804,0.07913,-0.62232,N1(C(=O)N([C@]2([C][C]N([C][C]2)[C]C2=[C][C]=[C][C]=N2)C1=O)[C][C]([C])[C])[C]C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000011027545,IHAAMN.xaa_ligand_1867_docked.pdbqt,5.0,-5.04316,5.18689,0.05965,-1.05162,C1(=[C][C]=C([C]=[C]1)NS(=O)(=O)C1=C([C]=[C]C(=[C]1)O[C])O[C])NC1=NC(=[C]C(=N1)N[C][C])[C]	
 ZINC000009670047,IHAAMN.xaa_ligand_1868_docked.pdbqt,2.0,-5.49151,5.59728,0.08315,-0.90852,[C]([C])(C(=O)NC1=[C][C]=C([C]=[C]1)N1[C][C]O[C][C]1)Sc1nc2[C]=[C]C(=[C]c2[nH]1)O[C][C]	
 ZINC000014774690,IHAAMN.xaa_ligand_1869_docked.pdbqt,3.0,-4.72455,5.2747,0.18926,-2.28983,C(=O)(N[C]C1([C][C][C][C][C]1)N1[C][C]O[C][C]1)[C]Sc1nc(c([C])[nH]1)[C]C1=[C][C]=[C][C]=[C]1	
 ZINC000014777783,IHAAMN.xaa_ligand_1870_docked.pdbqt,7.0,-5.50614,5.17376,0.03231,-0.92845,[C]1([C][C]N([C][C]1)[C]C(=O)N[C][C]C1=[C][C]=C([C]=[C]1)F)[C][C]C1=[C]C(=[C]C(=[C]1)O[C])O[C]	
 ZINC000009670046,IHAAMN.xaa_ligand_1871_docked.pdbqt,3.0,-5.56882,5.51633,0.04604,-0.84499,[C]([C])(C(=O)NC1=[C][C]=C([C]=[C]1)N1[C][C]O[C][C]1)Sc1nc2=[C][C]=C([C]=c2[nH]1)O[C][C]	
 ZINC000003334840,IHAAMN.xaa_ligand_1872_docked.pdbqt,6.0,-5.29298,5.05458,0.30166,-0.90834,C1(=C([C]=C([C]=[C]1)NC(=O)[C]OC1=[C][C]=[C][C]=[C]1)NS(=O)(=O)C1=[C][C]=C([C]=[C]1)F)O[C]	
 ZINC000021030403,IHAAMN.xaa_ligand_1873_docked.pdbqt,9.0,-4.9423,5.3221,0.05693,-1.04568,c1(c(n(c([C])c1C(=O)N1[C][C][C]([C][C]1)[C])[C])[C])S(=O)(=O)NC1=[C][C]=[C]C(=[C]1)C(=O)[C]	
 ZINC000003339749,IHAAMN.xaa_ligand_1874_docked.pdbqt,7.0,-5.58765,5.61226,0.09945,-0.96843,C1(=C2N([C]C(=[C]1)C(=O)C1=[C]C(=[C][C]=C1O)F)C(=O)c1c(sc([C])c1[C])[N]2)C(=O)O[C][C]	
 ZINC000003340751,IHAAMN.xaa_ligand_1875_docked.pdbqt,3.0,-5.53721,5.35663,0.13997,-0.88603,C1(=[C][C]=C([C]=[C]1)NC(=O)[C]OC1=[C][C]=[C]C(=[C]1)[C])S(=O)(=O)NC1=[C][C]=[C][C]=C1O[C]	
 ZINC000072272710,IHAAMN.xaa_ligand_1876_docked.pdbqt,6.0,-4.67304,5.4253,0.1817,-2.34105,N(C(=O)[C]1[C][C][C]N1C(=O)[C]1[C][C][C][C][C]1)[C][C](C1=C([C]=[C][C]=[C]1)O[C])N1[C][C][C][C][C]1	
