Compound_Name,File_Name,Pose_Number,Affinity,CNNaffinity,CNNvariance,Intramolecular_energy,SMILES
 ZINC000009458519,IHAAMM.xaa_ligand_1263_docked.pdbqt,5.0,-5.62961,5.82814,0.0638,-0.84122,N1([C]=C([C]=C1c1nc2[C]=C(C(=[C]c2c(=O)[nH]1)O[C])O[C])C(=O)C1=[C]C(=[C][C]=C1[O])[C])[C][C]	
 ZINC000009460009,IHAAMM.xaa_ligand_1264_docked.pdbqt,1.0,-5.93729,5.38478,0.29168,-1.16455,n1(c(nnc1C1=C([C]=[C][C]=[C]1)Br)S[C]C1=[C]C(=O)OC2=C1[C]=[C]C(=[C]2)[O])N	
 ZINC000044803308,IHAAMM.xaa_ligand_1265_docked.pdbqt,7.0,-5.40085,5.71957,0.26105,-0.83632,C1(=[C]C(=[C][C]=C1[C])c1nn(c(=O)c2[C][C][C][C]c12)[C])S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)[C][C]	
 ZINC000044803359,IHAAMM.xaa_ligand_1266_docked.pdbqt,9.0,-4.8589,5.60714,0.15149,-1.37194,C1(=C([C]=C([C]=[C]1)c1nn(c(=O)c2[C][C][C][C]c12)[C])S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)[C])[C][C]	
 ZINC000022853594,IHAAMM.xaa_ligand_1267_docked.pdbqt,3.0,-4.78427,5.45527,0.06989,-0.37366,[C]([C]1C(=O)n2nc(nc2S1)[C][C])(C1=[C]C(=[C][C]=[C]1)Cl)N1[C][C][C]([C][C]1)C(=O)O[C]	
 ZINC000022853597,IHAAMM.xaa_ligand_1268_docked.pdbqt,7.0,-4.20125,5.30811,0.2318,-0.6091,[C]([C]1C(=O)n2nc(nc2S1)[C][C])(C1=[C][C]=C([C]=[C]1)Cl)N1[C][C][C]([C][C]1)C(=O)O[C]	
 ZINC000009464891,IHAAMM.xaa_ligand_1269_docked.pdbqt,1.0,-4.9559,5.24762,0.49396,-0.68566,C1(=[C]C(=[C][C]=C1Cl)[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)Cl)S(=O)(=O)N([C][C])[C][C]	
 ZINC000022853591,IHAAMM.xaa_ligand_1270_docked.pdbqt,1.0,-5.30295,5.3595,0.02192,-0.54444,[C]([C]1C(=O)n2nc(nc2S1)[C][C])(C1=[C][C]=[C]C(=[C]1)Cl)N1[C][C][C]([C][C]1)C(=O)O[C]	
 ZINC000013628110,IHAAMM.xaa_ligand_1271_docked.pdbqt,1.0,-6.19591,5.25024,0.41907,-0.76109,C(=O)(N1[C][C][C@]([C][C]1)(C1=[C][C]=C([C]=[C]1)Cl)O)[C]c1c([C])c2=[C][C]=C([C]=c2oc1=O)[O]	
 ZINC000000682192,IHAAMM.xaa_ligand_1272_docked.pdbqt,5.0,-4.15149,4.25282,0.52183,-0.36502,O=S(=O)(C1=[C][C]=C([C]=[C]1)Br)[N]C1=[C][C]=C([C]=[C]1)I	
 ZINC000009467482,IHAAMM.xaa_ligand_1273_docked.pdbqt,8.0,-5.36855,5.12012,0.16572,-0.65765,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C]C2=C([C]=[C]1)O[C][C][C]O2)NC(=O)[C][C]1[C][C][C][C]1	
 ZINC000009467420,IHAAMM.xaa_ligand_1274_docked.pdbqt,9.0,-5.14484,4.96226,0.31002,-0.25604,S(=O)(=O)(C1=[C]C2=C([C]=[C]1)NC(=O)[C]2)[N]C1=[C][C]=C(C(=[C]1)C(F)(F)F)Br	
 ZINC000009467498,IHAAMM.xaa_ligand_1275_docked.pdbqt,5.0,-5.35639,5.40797,0.16143,-0.8328,C1(=[C][C]=C([C]=[C]1)S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)O[C])C(=O)NC1=[C][C]=C([C]=[C]1)C(=O)O[C]	
 ZINC000022853585,IHAAMM.xaa_ligand_1276_docked.pdbqt,1.0,-5.06052,5.19351,0.02042,-0.59868,[C]([C]1C(=O)n2nc(nc2S1)[C][C])(C1=[C][C]=[C][C]=C1Cl)N1[C][C][C]([C][C]1)C(=O)O[C]	
 ZINC000009467483,IHAAMM.xaa_ligand_1277_docked.pdbqt,2.0,-5.64722,5.00422,0.09109,-0.70415,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C2O[C][C][C]OC2=[C]1)NC(=O)[C][C]1[C][C][C][C]1	
 ZINC000009468057,IHAAMM.xaa_ligand_1278_docked.pdbqt,8.0,-5.7387,5.51655,0.26925,-1.0573,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C][C]=C2O[C]OC2=[C]1)C(=O)N1[C][C][C]2[C][C][C][C][C]2[C]1	
 ZINC000009468059,IHAAMM.xaa_ligand_1279_docked.pdbqt,5.0,-5.42129,5.31356,0.34472,-1.41541,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C][C]=C2O[C]OC2=[C]1)C(=O)N1[C][C][C]2[C][C][C][C][C]2[C]1	
 ZINC000009468062,IHAAMM.xaa_ligand_1280_docked.pdbqt,1.0,-6.15227,5.38568,0.08918,-0.84919,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C][C]=C2O[C]OC2=[C]1)C(=O)N1[C][C][C]2[C][C][C][C][C]2[C]1	
 ZINC000009468014,IHAAMM.xaa_ligand_1281_docked.pdbqt,2.0,-5.99323,4.89658,0.23861,-0.29022,C1(=[C][C]=C([C]=[C]1)C(=O)N([C])[C]C1=[C][C]=C([C])O1)[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)C(=O)[C]	
 ZINC000009468064,IHAAMM.xaa_ligand_1282_docked.pdbqt,4.0,-6.02491,5.187,0.21482,-0.57333,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C]C2=C([C]=[C]1)O[C]O2)C(=O)N1[C][C][C]2[C][C][C][C][C]2[C]1	
 ZINC000009468206,IHAAMM.xaa_ligand_1283_docked.pdbqt,4.0,-5.63477,4.88233,0.41167,-0.58118,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C2O[C][C]OC2=[C]1)C(=O)N([C])[C]C1=[C][C]=[C]S1	
 ZINC000009483627,IHAAMM.xaa_ligand_1284_docked.pdbqt,9.0,-5.59653,5.47244,0.15348,-1.60031,C1(=[C][C]2C(=C([C]=C(O2)C2=[C][C]=[C][C]=[C]2)[O])C(=[C]1)[O])O[C]C(=O)N[C]C1=[C][C]=[C]C(=[C]1)O[C]	
 ZINC000009483627,IHAAMM.xaa_ligand_1285_docked.pdbqt,5.0,-6.09798,5.41952,0.12607,-1.09763,C1(=[C]C2=C(C(=[C]1)[O])C(=O)[C]=C(O2)C1=[C][C]=[C][C]=[C]1)O[C]C(=O)N[C]C1=[C][C]=[C]C(=[C]1)O[C]	
 ZINC000009493917,IHAAMM.xaa_ligand_1286_docked.pdbqt,1.0,-5.88574,5.29833,0.40436,-1.17213,C1(=[C][C]=C(C(=[C]1)[N]S(=O)(=O)C1=[C][C]=C2[C]=[C][C]=[C]C2=[C]1)[C])S(=O)(=O)N([C][C])[C][C]	
 ZINC000044973647,IHAAMM.xaa_ligand_1287_docked.pdbqt,7.0,-5.43428,5.32557,0.02171,-1.05425,C1(=C(C2=C(N[C]1[C])[N]C(=NC2=O)S[C]C1=[C][C]=[C][C]=[C]1)C1=[C][C]=[C]C(=[C]1)O)C(=O)O[C]	
 ZINC000044973702,IHAAMM.xaa_ligand_1288_docked.pdbqt,4.0,-4.57281,4.88101,0.14677,-1.28873,C1(=C(C2=C(N[C]1[C])[N]C(=NC2=O)S[C])C1=[C][C]=C([C]=[C]1)Br)C(=O)O[C][C]	
 ZINC000044973643,IHAAMM.xaa_ligand_1289_docked.pdbqt,1.0,-4.63011,5.08477,0.08406,-0.7488,C1(=N[C]2C(=C(C(=C([C])N2)C(=O)O[C])C2=[C][C]=[C]C(=[C]2)Br)C(=O)[N]1)S[C][C]	
 ZINC000044973698,IHAAMM.xaa_ligand_1290_docked.pdbqt,3.0,-4.24911,4.9489,0.10887,-1.2649,C1(=C(C2=C(N[C]1[C])[N]C(=NC2=O)S[C])C1=[C][C]=C([C]=[C]1)Br)C(=O)O[C][C]	
 ZINC000044973638,IHAAMM.xaa_ligand_1291_docked.pdbqt,7.0,-4.22401,5.10182,0.17339,-0.74796,C1(=N[C]2C(=C(C(=C([C])N2)C(=O)O[C])C2=[C][C]=[C]C(=[C]2)Br)C(=O)[N]1)S[C][C]	
 ZINC000009507834,IHAAMM.xaa_ligand_1292_docked.pdbqt,6.0,-4.82119,5.31656,0.09031,-1.0405,C1(=[C][C]=[C]C(=[C]1)S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)S[C](F)F)NS(=O)(=O)[C][C][C]	
 ZINC000009508946,IHAAMM.xaa_ligand_1293_docked.pdbqt,7.0,-5.31426,5.38313,0.11251,-1.16047,C1(=[C]C(=[C][C]=[C]1)C(=O)N[C]C1=[C][C]=[C][C]=C1O[C])S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000009511931,IHAAMM.xaa_ligand_1294_docked.pdbqt,9.0,-5.42438,5.24557,0.17081,-0.62063,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C]C(=C([C]=[C]1)F)F)C(=O)NC1=[C][C]=C([C]=[C]1)NC(=O)[C]	
 ZINC000012593070,IHAAMM.xaa_ligand_1295_docked.pdbqt,2.0,-5.36358,5.21632,0.20517,-1.76202,N1([C][C]N([C][C]1)C(=O)[C][C]N1C(=S)[N]N=C1C1=[C][C]=[C]C(=[C]1)[C])C1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000009514422,IHAAMM.xaa_ligand_1296_docked.pdbqt,1.0,-5.72084,5.56388,0.11388,-0.96071,O=C(NC1=[C]C(=[C][C]=[C]1)C(=O)N[C]1[C][C]1)C1=[C][C]=C([C]=[C]1)S(=O)(=O)[N]C1=[C][C]=[C][C]=[C]1	
 ZINC000009514421,IHAAMM.xaa_ligand_1297_docked.pdbqt,2.0,-6.08437,5.6282,0.16757,-0.91415,O=C(NC1=[C]C(=[C][C]=[C]1)C(=O)N[C]1[C][C]1)C1=[C][C]=[C]C(=[C]1)[N]S(=O)(=O)C1=[C][C]=[C][C]=[C]1	
 ZINC000045351162,IHAAMM.xaa_ligand_1298_docked.pdbqt,3.0,-6.33265,5.55253,0.06103,-0.5933,C1(=[C][C]=C(C(=[C]1)C(=O)NC1=[C]c2c([C]=[C]1)[nH]c(=O)[nH]2)[C])S(=O)(=O)[N]C1=C([C])[C]=[C][C]=[C]1	
 ZINC000009516585,IHAAMM.xaa_ligand_1299_docked.pdbqt,2.0,-5.64986,5.16633,0.22582,-0.75209,C1(=C([C]=[C]C(=[C]1)S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)F)Cl)C(=O)N[C]C1=NC(=[C]S1)[C]	
 ZINC000108830122,IHAAMM.xaa_ligand_1300_docked.pdbqt,4.0,-4.96205,4.77265,0.18787,-0.51926,O=C1N/C(=[C]\C2=C(C(=[C]C(=[C]2)Cl)I)[O])/C(=O)N1C1=[C][C]=[C][C]=[C]1	
 ZINC000009518183,IHAAMM.xaa_ligand_1301_docked.pdbqt,2.0,-5.64382,5.095,0.04735,-0.77723,C1(=C(N=C([N]C1=O)S[C]C1=[C][C]=C([C]=[C]1)Cl)N)NC(=O)C1=[C][C]=C([C]=[C]1)O[C][C]	
 ZINC000009529591,IHAAMM.xaa_ligand_1302_docked.pdbqt,3.0,-5.61227,5.26402,0.2983,-0.72769,c1(c(c2[C]=C([C]=[C]c2o1)S(=O)(=O)[N]C1=[C]c2c([C]=[C]1)n(c(=O)s2)[C])[C])C(=O)O[C][C]	
 ZINC000009536771,IHAAMM.xaa_ligand_1303_docked.pdbqt,2.0,-5.61895,5.77037,0.18009,-0.78431,N1(C(=O)N[C@](C1=O)(C1=[C][C]=[C][C]=[C]1)C1=[C][C]=[C][C]=[C]1)[N]C(=O)C1=[C]C2=C([C][C][C][C]2)S1	
 ZINC000009539819,IHAAMM.xaa_ligand_1304_docked.pdbqt,4.0,-5.40497,5.44828,0.27839,-1.1165,[C]C1=[C][C]=C([C]=C1[N]S(=O)(=O)C1=[C]C(=C([C]=[C]1)F)Cl)S(=O)(=O)N1[C][C][C][C][C]1	
 ZINC000009540610,IHAAMM.xaa_ligand_1305_docked.pdbqt,1.0,-5.66415,5.20695,0.32523,-0.37394,[C]C1=C([C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=[C]C(=[C]1)Cl)S(=O)(=O)N1[C][C][C][C][C]1	
 ZINC000013655692,IHAAMM.xaa_ligand_1306_docked.pdbqt,9.0,-5.98944,5.06447,0.1599,-0.64816,C1(=[C][C]2C(=C([C]=C(O2)C2=[C][C]=[C][C]=[C]2)[O])C(=[C]1)[O])O[C]C(=O)NC1=[C][C]=C2O[C]OC2=[C]1	
 ZINC000013655692,IHAAMM.xaa_ligand_1307_docked.pdbqt,7.0,-6.08607,5.07554,0.09064,-0.72493,C1(=[C]C2=C(C(=[C]1)[O])C(=O)[C]=C(O2)C1=[C][C]=[C][C]=[C]1)O[C]C(=O)NC1=[C]C2=C([C]=[C]1)O[C]O2	
 ZINC000009545465,IHAAMM.xaa_ligand_1308_docked.pdbqt,5.0,-5.50671,5.75792,0.091,-1.42396,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C][C]=[C]C(=[C]1)[C])C(=O)N[C]C1=[C]C(=C([C]=[C]1)O[C])O[C]	
 ZINC000013655772,IHAAMM.xaa_ligand_1309_docked.pdbqt,2.0,-6.35645,5.30742,0.07045,-0.94075,C1(=[C][C]2C(=C([C]=C(O2)C2=[C][C]=[C][C]=[C]2)[O])C(=[C]1)[O])O[C]C(=O)N[C]C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000013655772,IHAAMM.xaa_ligand_1310_docked.pdbqt,4.0,-5.68924,5.3466,0.11681,-1.66963,C1(=[C]C2=C(C(=[C]1)[O])C(=O)[C]=C(O2)C1=[C][C]=[C][C]=[C]1)O[C]C(=O)N[C]C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000020990164,IHAAMM.xaa_ligand_1311_docked.pdbqt,2.0,-5.95884,5.38338,0.26496,-0.28114,C1(=[C]c2c([C]=C1[C])c1c([nH]2)[C][C][C]C1=O)S(=O)(=O)[N]C1=[C][C]=[C]C(=[C]1)C(=O)O[C][C]	
 ZINC000009547902,IHAAMM.xaa_ligand_1312_docked.pdbqt,5.0,-5.84225,5.41889,0.01592,-1.55666,C1(=[C][C]2C(=C([C]=C(O2)C2=[C][C]=[C][C]=[C]2)[O])C(=[C]1)[O])O[C]C(=O)N[C][C]C1=[C][C]=C([C]=[C]1)O	
 ZINC000009547902,IHAAMM.xaa_ligand_1313_docked.pdbqt,7.0,-5.74753,5.38564,0.01685,-1.64526,C1(=[C]C(=C2C(=O)[C]=C(OC2=[C]1)C1=[C][C]=[C][C]=[C]1)[O])O[C]C(=O)N[C][C]C1=[C][C]=C([C]=[C]1)O	
 ZINC000009549050,IHAAMM.xaa_ligand_1314_docked.pdbqt,8.0,-5.32906,5.35229,0.10704,-1.13849,C1(=[C][C]=C([C]=[C]1)C(=O)N[C][C]C1=[C][C]=[C][C]=C1F)S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)O[C]	
 ZINC000009549405,IHAAMM.xaa_ligand_1315_docked.pdbqt,1.0,-5.7399,5.27668,0.15428,-0.36742,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C2O[C][C][C]OC2=[C]1)NC(=O)[C]C1=[C]S[C]=[C]1	
 ZINC000012540734,IHAAMM.xaa_ligand_1316_docked.pdbqt,2.0,-4.73997,5.10298,0.09983,-1.57906,N1([C][C]N([C][C]1)C(=O)[C]N1C(=S)[N]N=C1C1=[C][C]=C([C]=[C]1)Cl)C1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000032721883,IHAAMM.xaa_ligand_1317_docked.pdbqt,2.0,-5.45774,5.22808,0.2132,-0.55902,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C(C(=[C]1)Cl)Cl)[C]C(=O)NC1=N[C]=[C]S1	
 ZINC000009563080,IHAAMM.xaa_ligand_1318_docked.pdbqt,8.0,-5.99438,5.49926,0.30298,-0.11651,N1(N=[C]C2=C1N=[C]N(C2=O)[N]C(=O)C1=C([C]=[C]C(=[C]1)Cl)Cl)C1=[C][C]=C([C])C(=[C]1)[C]	
 ZINC000009569137,IHAAMM.xaa_ligand_1319_docked.pdbqt,2.0,-6.23146,5.4823,0.32784,-0.71502,[N](C1=[C]C(=C([C]=[C]1)Cl)N1[C][C][C]S1(=O)=O)S(=O)(=O)C1=[C][C]=C2[C][C][C][C]C2=[C]1	
 ZINC000009576343,IHAAMM.xaa_ligand_1320_docked.pdbqt,4.0,-5.26729,5.35279,0.06914,-2.38267,C1(=[C][C]2C(=C([C]=C(O2)C2=[C][C]=[C][C]=[C]2)[O])C(=[C]1)[O])O[C]C(=O)N[C][C]C1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000009576343,IHAAMM.xaa_ligand_1321_docked.pdbqt,8.0,-5.22332,5.35191,0.12361,-2.28257,C1(=[C]C2=C(C(=[C]1)[O])C(=O)[C]=C(O2)C1=[C][C]=[C][C]=[C]1)O[C]C(=O)N[C][C]C1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000070635058,IHAAMM.xaa_ligand_1322_docked.pdbqt,5.0,-5.04662,5.55472,0.22,-0.91634,c1(nnc(s1)[N]C(=O)c1nc2[C]=[C][C]=[C]c2s1)S[C]C(=O)N[C]1[C][C][C][C][C]1	
 ZINC000070634986,IHAAMM.xaa_ligand_1323_docked.pdbqt,5.0,-5.0501,5.43015,0.14451,-0.8734,S(c1nnc(s1)[N]C(=O)C1=NOC(=[C]1)[C])[C]C(=O)NC1=C([C]=[C][C]=[C]1)C(F)(F)F	
 ZINC000009584853,IHAAMM.xaa_ligand_1324_docked.pdbqt,9.0,-5.1117,5.39654,0.1634,-0.92042,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)F)C(=O)NC1=[C][C]=[C]C(=[C]1)NC(=O)[C]	
 ZINC000045941025,IHAAMM.xaa_ligand_1325_docked.pdbqt,2.0,-5.14595,5.69653,0.03971,-1.23546,[C]n1c(=O)n(c2=[C]C(=C([C]=c12)[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)F)S[C]C1=[C][C]=[C]O1)[C]	
 ZINC000045941065,IHAAMM.xaa_ligand_1326_docked.pdbqt,3.0,-4.80714,5.42095,0.12128,-1.15215,C1(=[C]c2c(n(c(=O)n2[C])[C])[C]=C1[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)O[C])S[C][C][C][C]	
 ZINC000045941031,IHAAMM.xaa_ligand_1327_docked.pdbqt,3.0,-5.61525,5.52645,0.13063,-0.9595,C1(=C([C]=c2c(=[C]1)n(c(=O)n2[C])[C])S[C]C1=[C][C]=[C]O1)[N]S(=O)(=O)C1=[C][C]=C([C])[C]=[C]1	
 ZINC000045924819,IHAAMM.xaa_ligand_1328_docked.pdbqt,5.0,-4.9823,5.47358,0.06498,-0.88152,c1(c(oc(n1)C1=[C]C(=C(C(=[C]1)O[C])O[C])O[C])[C])[C]SC1=NC(=C(C(=O)[N]1)[C][C])[C]	
 ZINC000045924810,IHAAMM.xaa_ligand_1329_docked.pdbqt,6.0,-5.21191,5.62954,0.1501,-0.98972,c1(nc(c([C])o1)[C]SC1=NC2=C(C(=O)[N]1)[C][C][C][C]2)C1=[C]C(=C(C(=[C]1)O[C])O[C])O[C]	
 ZINC000032905164,IHAAMM.xaa_ligand_1330_docked.pdbqt,5.0,-5.15457,5.91055,0.25435,-1.98725,N(C(=O)[C]c1c(oc(n1)C1=[C][C]=[C][C]=[C]1)[C])C1=[C]C(=[C][C]=C1[O])S(=O)(=O)N([C][C])[C][C]	
 ZINC000009597741,IHAAMM.xaa_ligand_1331_docked.pdbqt,5.0,-5.09205,5.61803,0.14367,-1.27059,[C](C1=[C][C]=[C][C]=[C]1)(C(=O)NC1=[C][C]=[C]C(=[C]1)C(=O)O[C][C])[N]S(=O)(=O)C1=[C][C]=[C]S1	
 ZINC000009597742,IHAAMM.xaa_ligand_1332_docked.pdbqt,5.0,-5.13455,5.76327,0.15375,-1.2258,[C](C1=[C][C]=[C][C]=[C]1)(C(=O)NC1=[C][C]=[C]C(=[C]1)C(=O)O[C][C])[N]S(=O)(=O)C1=[C][C]=[C]S1	
 ZINC000009601245,IHAAMM.xaa_ligand_1333_docked.pdbqt,5.0,-5.13361,5.00827,0.04011,-0.75851,C(=C(\[O])/C1=[C][C]=[C]C(=[C]1)Br)(/N1[C]=C([C]=[C]C1=O)Cl)\C(=O)N[C]C1=[C][C]=[C]O1	
 ZINC000009601246,IHAAMM.xaa_ligand_1334_docked.pdbqt,3.0,-5.38022,5.03286,0.03431,-0.79975,C(=C(\[O])/C1=[C][C]=[C]C(=[C]1)Br)(/N1[C]=C([C]=[C]C1=O)Cl)\C(=O)N[C]C1=[C][C]=[C]O1	
 ZINC000032906327,IHAAMM.xaa_ligand_1335_docked.pdbqt,6.0,-5.35824,4.98879,0.15641,-0.62028,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)[N]C1=[C][C]=C([C]=[C]1)Br)NC(=O)C1=C([C])N(N=[C]1)[C]	
 ZINC000009612578,IHAAMM.xaa_ligand_1336_docked.pdbqt,3.0,-5.59723,5.63111,0.14633,-1.04121,C1(=[C][C]=C([C]=C1[N]S(=O)(=O)C1=[C][C]=C2[C]=[C][C]=[C]C2=[C]1)S(=O)(=O)N)N[C][C][C][C]	
 ZINC000009613111,IHAAMM.xaa_ligand_1337_docked.pdbqt,1.0,-5.06046,5.31483,0.19645,-1.40312,C1(=[C][C]=C([C]=C1[N]S(=O)(=O)C1=[C][C]=C([C]=[C]1)Cl)S(=O)(=O)N([C][C])[C][C])N[C][C]	
 ZINC000032906668,IHAAMM.xaa_ligand_1338_docked.pdbqt,1.0,-5.18051,5.19884,0.22473,-0.62621,C1(=[C]C(=C([C]=C1[N]S(=O)(=O)C1=[C][C]=C([C]=C1[C])F)O[C][C])N1[C][C]O[C][C]1)O[C][C]	
 ZINC000009631019,IHAAMM.xaa_ligand_1339_docked.pdbqt,7.0,-5.13566,5.62828,0.2071,-1.9597,C1(=[C]C(=[C][C]=[C]1)S(=O)(=O)N[C]C1=[C][C]=[C]O1)[N]S(=O)(=O)C1=[C][C]=C2[C]=[C][C]=[C]C2=[C]1	
 ZINC000012508041,IHAAMM.xaa_ligand_1340_docked.pdbqt,1.0,-5.82483,5.86221,0.39416,-0.93113,C1(=[C][C]=[C]C(=[C]1)[N]S(=O)(=O)C1=[C][C]=[C]C(=[C]1)C(F)(F)F)C(=O)N[C]C(F)(F)F	
 ZINC000009637489,IHAAMM.xaa_ligand_1341_docked.pdbqt,1.0,-5.12821,5.54654,0.16993,-1.02002,C1(=[C][C]=C(C(=[C]1)S(=O)(=O)[N]C1=C([C]=[C]C(=[C]1)F)F)O[C])C1=[C]C(=NO1)C(=O)O[C][C]	
 ZINC000009637560,IHAAMM.xaa_ligand_1342_docked.pdbqt,2.0,-5.03143,5.48804,0.16324,-1.10701,C1(=[C]C(=C([C]=[C]1)O[C])S(=O)(=O)[N]C1=[C][C]=C([C]=C1F)F)C1=[C]C(=NO1)C(=O)O[C][C]	
 ZINC000033115329,IHAAMM.xaa_ligand_1343_docked.pdbqt,8.0,-5.35204,5.40668,0.077,-0.67056,C1(=[C][C]=C([C]=[C]1)C1([C][C]1)C(=O)N[C][C]1[C][C][C]O1)[N]S(=O)(=O)C1=[C]C(=C([C])[C]=[C]1)Cl	
 ZINC000033115330,IHAAMM.xaa_ligand_1344_docked.pdbqt,1.0,-6.46811,5.46913,0.11365,-0.33728,C1(=[C][C]=C([C]=[C]1)C1([C][C]1)C(=O)N[C][C]1[C][C][C]O1)[N]S(=O)(=O)C1=[C][C]=C([C])C(=[C]1)Cl	
 ZINC000009319724,IHAAMM.xaa_ligand_1345_docked.pdbqt,4.0,-5.71331,4.93047,0.14965,-0.60739,C1(=[C][C]=C([C]=[C]1)[N]S(=O)(=O)C1=[C]C2=C([C]=[C]1)O[C][C][C]O2)C(=O)N([C])[C]C1=[C][C]=[C]O1	
 ZINC000009640661,IHAAMM.xaa_ligand_1346_docked.pdbqt,7.0,-5.88978,5.91973,0.30705,-1.05805,C1(=NC2=[C]C(=O)[N]N2C(=N1)S[C]C(=O)NC1=[C][C]=[C][C]=C1Cl)C1=[C]C(=[C][C]=[C]1)[C]	
 ZINC000009640734,IHAAMM.xaa_ligand_1347_docked.pdbqt,5.0,-5.89847,5.665,0.05492,-1.23561,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=C1Cl)S[C]C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000009640778,IHAAMM.xaa_ligand_1348_docked.pdbqt,4.0,-5.06361,5.28114,0.07189,-1.97097,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=C1Cl)S[C][C]OC1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000009640844,IHAAMM.xaa_ligand_1349_docked.pdbqt,6.0,-5.55067,5.80348,0.12755,-1.03727,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)Cl)S[C]C(=O)NC1=[C][C]=C([C]=[C]1)F	
 ZINC000009640840,IHAAMM.xaa_ligand_1350_docked.pdbqt,1.0,-5.91692,5.86682,0.1699,-1.07801,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)Cl)S[C]C(=O)NC1=[C][C]=[C]C(=[C]1)[C]	
 ZINC000009640678,IHAAMM.xaa_ligand_1351_docked.pdbqt,4.0,-5.95708,5.81445,0.19234,-1.11148,C1(=NC2=[C]C(=O)[N]N2C(=N1)S[C]C(=O)NC1=[C][C]=[C][C]=C1Cl)C1=[C][C]=C([C])[C]=[C]1	
 ZINC000009640836,IHAAMM.xaa_ligand_1352_docked.pdbqt,3.0,-5.90667,5.75842,0.08476,-1.08076,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)Cl)S[C]C(=O)NC1=C([C])[C]=[C][C]=[C]1	
 ZINC000009640869,IHAAMM.xaa_ligand_1353_docked.pdbqt,2.0,-5.75114,5.28252,0.22525,-1.03223,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)Cl)S[C][C]OC1=C([C]=[C][C]=[C]1)O[C]	
 ZINC000009640977,IHAAMM.xaa_ligand_1354_docked.pdbqt,1.0,-6.1865,5.37897,0.26945,-1.70699,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=[C][C]=C1F)S[C][C]OC1=[C][C]=C([C]=C1O[C])[C]	
 ZINC000009641147,IHAAMM.xaa_ligand_1355_docked.pdbqt,2.0,-5.96084,5.41523,0.03952,-1.04052,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=[C][C]=C([C]=[C]1)F)S[C][C]OC1=[C][C]=C([C]=C1O[C])[C]	
 ZINC000009640920,IHAAMM.xaa_ligand_1356_docked.pdbqt,3.0,-6.06856,5.46537,0.1251,-0.57189,[C]1(N=C(N=C2[C]C(=O)[N]N12)C1=C([C]=[C][C]=[C]1)F)S[C]C(=O)NC1=C([C]=[C][C]=[C]1)Cl	
